,영화명,유형,장르,제작년도,감독,출연,줄거리
24350,비기너스,극영화,멜로드라마,2010.0,마이크 밀즈,마이크 밀즈,"일러스트레이터,시한부,커밍아웃,여배우,구속"
24354,호비와 쿠우의 어드벤처: 고래의 노래,극영화,"드라마,가족",2014.0,히바라야시 이사무,,"고래,엄마,바다,모험"
24355,자유의 여신,극영화,드라마,2012.0,칸 루메,칸 루메,"다큐멘터리,자살기도,다큐드라마,자화상"
24356,살인의 연쇄,애니메이션,"공포,드라마,스릴러",2010.0,온드레이 스바틀레나,온드레이 스바틀레나,"연쇄살인,고난"
24357,척추신경증,애니메이션,드라마,2009.0,크리스 랜드레스,크리스 랜드레스,"부부,상담소,우울,변화,부부관계"
24358,대지의 낙오자들,애니메이션,"SF,드라마,스포츠",2008.0,피코그래프,피코그래프,"카레이서,사고,심장,부품,자동차경주"
24359,제3세계 남자가 꿈꾸는 법,극영화,드라마,2008.0,칸 루메,,"몽상,포르노,해답,성매매여성,몽상가"
24360,걸 스파크,극영화,"드라마,가족",2007.0,이시이 유야,,"여고생,로켓,아버지와딸,아버지,가족의사랑,사춘기소녀"
24361,미식촌,극영화,드라마,2007.0,가오 원동,가오 원동,"도시,이주,폭력배,성매매,아버지,가난"
24362,우부왕,극영화,드라마,2008.0,장 츠,장 츠,"커플,공연,여주인공,파티,싸움"
24363,터키 블루 스카이,극영화,드라마,2008.0,우 밍진,우 밍진,"사춘기소년,아버지,사랑,단짝친구,성장기"
24364,삶의 조건,극영화,옴니버스,2007.0,"아핏차퐁 위라세타쿤,샹탈 아커만,페드로 코스타,왕 빙,빈센트 페라스",,"옴니버스영화,단편영화,메콩강,문화,경비원,유령,수용소"
24368,뷰티풀 엑스 ,극영화,"범죄,스릴러",2011.0,존 휴잇,존 휴잇,"고급콜걸,가출소녀,덫,탈출,두여자"
24372,엘리노의 비밀,극영화,어드벤처,2009.0,도미닉 몽페리,아닉 르레이,"프랑스,해안,할머니,열쇠,폭풍"
24375,꿈대로,극영화,드라마,2008.0,기무라 다케오,"기무라 다케오,아주마 마사요시,야마다 히데키","영화전문학교,회상,젊은 시절"
24377,사운드 오브 노이즈,극영화,"코메디,멜로드라마,스릴러",2010.0,"올라 시몬손,요하네스 스탸른 닐손","올라 시몬손,요하네스 스탸른 닐손","음악,알레르기,멜로디,테러집단,혼란"
24378,새끼 여우 헬렌,극영화,"드라마,가족",2006.0,코노 케이타,Masako Imai ,"카메라맨,수의사,싱글맘,여우,시청각장애,안락사,외톨이"
24379,쿵푸 닌자,극영화,"액션,무협",2007.0,공택덕 ,,"부적,닌자,대결,우정,닭고기"
24380,음란한 첫경험 ,극영화,에로,2008.0,니이쟈토 모사쿠 ,,"동정,자살기도,재수생,총각딱지,신입사원"
24381,소림강시 2012 ,극영화,"공포(호러),스릴러",2004.0,공상덕 ,,"강시,원혼,환생,요괴,봉인"
24382,소중한 사람,극영화,드라마,2002.0,마츠이 히사코 ,"마츠이 히사코 ,하쿠초 아카네","노년,건망증,가족,상처,희망"
24383,스트리트 파이터: 춘리의 전설,극영화,액션,2009.0,안드레이 바르코비악,,"격투경기,스트리트파이터,홍콩,사업가,납치"
24388,침입,극영화,"드라마,공포(호러),미스터리",2004.0,기엠 모랄레스,기엠 모랄레스,"건축가,결벽증"
24392,극장판 꽃이 피는 첫걸음: 홈 스위트 홈,애니메이션,"드라마,가족",2013.0,안도 마사히로,오카다 마리,"엄마,이해,학창시절,과거,출생의비밀,가족"
24394,야채극장 베지테일 - 크리스마스의 별,애니메이션,"드라마,뮤지컬,아동",2002.0,팀 핫지,필 비셔,"1800년대, 런던, 뮤지컬, 유물, 크리스마스, 황태자"
24396,바람의 소리,극영화,"드라마,범죄,전쟁,스릴러",2009.0,"고군서,진국부",진국부,"일제치하,암살,요원,심리전"
24406,한 여학생의 일기,극영화,"드라마,계몽,예술",2006.0,장인학,안준보,"불만,아버지의부재,아파트"
24408,수업은 계속된다 (1부),TV-영화,"드라마,계몽,다부작,TV드라마",2006.0,김봉오,김중혁,"담임선생님,전학,가발"
24412,레일웨이 맨,극영화,드라마,2013.0,조나단 리플리츠키,프랭크 코트렐 보이스,"제2차세계대전,철도,전쟁후유증,고문,복수"
24413,로맨틱 레시피,극영화,드라마,2014.0,라세 할스트롬,스티븐 나이트,음식
24419,내일까지 5분전,극영화,"멜로/로맨스,미스터리",2014.0,유키사다 이사오,,"상하이,죽음,쌍둥이,중일 합작,합작영화"
24423,더 크라운,극영화,"액션,범죄,스릴러",2005.0,세바스찬 비그,티모 번트,"TV시리즈원작,금고,납치,살해,요원,친구,황금,마스크"
24424,아웃 오브 리치,극영화,"드라마,멜로드라마,액션,스릴러",2004.0,포치렁,트레버 밀러,"비밀요원,고아원,사랑,인신매매"
24425,쿠크하트 : 시계심장을 가진 소년,애니메이션,"드라마,뮤직,어드벤처,판타지",2013.0,"스테판 벨라,마티아스 마르지유",마티아스 마르지유,"시계,심장,사랑,파리,모험,모험판타지"
24426,천번의 굿나잇,극영화,드라마,2013.0,에릭 포페,에릭 포페,"종군기자,전쟁,가족"
24427,스마일리,극영화,"공포,드라마,스릴러",2012.0,마이클 J. 갤러거,마이클 J. 갤러거,"인터넷,괴담,살인게임,죽음,친구의죽음"
24430,분신사바 2,극영화,"공포,스릴러",2014.0,안병기,,"친구,사고,동영상,주문"
24432,문어,애니메이션,코메디,2007.0,"쥘리앵 보카베유,프랑수아 자비에 샤뉴,올리비에 틀라바르,티메리 마르샹,캉탱 마르미에,에뮈드 모크베리",,"진실한사랑,아쿠아리움,문어,커플,충돌"
24433,저승에 간 아빠,애니메이션,판타지,2008.0,기무라 타쿠,기무라 타쿠,"배달,헬멧,괴물"
24434,"맥덜, 음악돼지",애니메이션,"드라마,코메디,가족",2012.0,브라이언 트시,브라이언 트시,"성공,유치원,재정고문,합창단,만화원작"
24435,셰익스피어 머스트 다이,극영화,"공포,드라마",2012.0,잉 케이,잉 케이,"맥베스,아내의죽음,장군,살해,공포"
24442,헬로우 프랭크,극영화,코메디,2002.0,알린 샌포드,마크 페레즈 ,"스턴트, 스크류볼, 슬랩스틱, 비디오영화"
24446,파이널 데스티네이션 4,극영화,"공포(호러),스릴러",2009.0,데이비드 R. 엘리스,,"속편,시리즈"
24453,퍼퓸,극영화,드라마,2001.0,마이클 라이머,"마이클 라이머,L.M. 킷 카슨","뉴욕,모녀관계,부자관계"
24456,아니메 미라이 - 모르는 척,애니메이션,드라마,2012.0,미야시타 신페이,,"초등학생,집단괴롭힘,왕따,방관자"
24457,아니메 미라이 - 거미 소녀,애니메이션,드라마,2012.0,가이야 토시히사,,"고서,소녀,음양사,거미소녀,엄마,도깨비"
24458,아니메 미라이 - 돼지,애니메이션,"액션,어드벤처",2012.0,도모나가 가즈히데,,"해적,보물지도,납치"
24459,라자로프 실험,애니메이션,SF,2010.0,니에토프,니에토프,"과학자,실험"
24460,미친 토끼,애니메이션,드라마,2011.0,"루이 니에토,클레어 페도",,"동물,광견병,지루함"
24461,침실 속의 폭풍,애니메이션,드라마,2012.0,"로랑스 아르카디아,쥘리에트 마르샹",,"커플,사막,여행,가정부,경비,섹스"
24462,로봇과 예수,애니메이션,드라마,2012.0,리호 운트,,"예수,로봇,도그마,종교"
24463,신탁이 내리다...?,애니메이션,드라마,2011.0,라오 하이드메츠,,"인간,상상,기억"
24464,그루지 매치,극영화,"드라마,코메디,스포츠",2013.0,피터 시걸,"팀 켈러허,로드니 로스만","라이벌,복싱,승부,마지막결투"
24465,스탈린그라드,극영화,"드라마,액션,전쟁",2013.0,표도르 본다르추크,"세르게이 스네츠킨,일리야 틸킨","소련,작전 투입,소녀,전우애,사랑,전투"
24466,인비저블 우먼: 찰스 디킨스의 연인,극영화,"드라마,멜로드라마,전기",2013.0,랄프 파인즈,아비 모간,"비밀,스캔들,여배우,찰스디킨스,소설원작,실존인물"
24467,약속의 땅,극영화,"드라마,스릴러",2004.0,아모스 지타이,"아모스 지타이,마리 호세 산셀메","사막,인신매매,국경탈출,남자와여자,캠프파이어,강간"
24468,꽃노래의 도둑,극영화,드라마,2006.0,히로스에 히로마사,타카하시 이즈미,"납치,살해,아파트,웹사이트,방문객,감시카메라"
24469,에코,극영화,"SF,가족,어드벤처",2014.0,데이브 그린,헨리 게이든,"불시착,아이들,외계인,우주,집,십대모험"
24470,메이즈 러너,극영화,"SF,액션,미스터리",2014.0,웨스 볼,노아 오픈헤임,"기억,미로,탈출,기억삭제,달리기,죽음"
24471,발코니에서의 여름,극영화,드라마,2005.0,안드레아스 드레센,볼프강 콜하세,"간호사,고독,베를린,사랑,싱글맘,우정,친구,트럭 운전사,하룻밤,술"
24472,계단의 중간,극영화,"드라마,코메디",2002.0,안드레아스 드레센,안드레아스 드레센,"부부,결혼생활,바람,변화,잠자리"
24474,개미 삼형제(지형영화),애니메이션,"드라마,아동",2005.0,리종호,김수화,"딸기즙,주스,효소"
24475,도적을 쳐부신 소년(만화영화),애니메이션,"드라마,아동",2005.0,김광성,조상철,"괴물,약점,이길방도"
24476,새로 사귄 동무 2부-우리 선수들(지형영화),애니메이션,"드라마,아동,다부작",2005.0,리인철,박유라,"농구선수,공넣기,장점개발"
24477,두근두근 비밀친구,TV-애니메이션,"코메디,아동",2005.0,"남종식,니시모토 유키오","야마다 유카,소노다 히데키","비밀친구, 동물, 판타지"
24480,기사 제인과 말썽꾸러기 용,TV-애니메이션,"가족,판타지",2005.0,마이크 팰로즈,"마틴 베인튼,스티븐 설리반,마이클 스톡스,휴 더피스,리차드 엘리엇,캐롤라인 헤이,시몬 라시오페","제인, 용, 드래곤, 기사, 말썽꾸러기"
24481,베리베리 뮤우뮤우,TV-애니메이션,"액션,코메디,하이틴(고교),아동,판타지",2002.0,아베 노리유키,소고 마사시,"애니메이션, 몬스터, TV시리즈, 변신"
24486,황혼,애니메이션,"SF,판타지",2010.0,노브레인,니콜라스 파스케,"문명,세상,진화"
24487,윌리의 누드촌,애니메이션,"드라마,가족,어드벤처",2012.0,"에마 데 스와프,마크 제임스 로엘즈","에마 데 스와프,마크 제임스 로엘즈","어머니,자연인,어머니의죽음,어린시절,누드,스톱모션애니메이션"
24488,욕망의 날개,애니메이션,판타지,2011.0,에릭 팔라도,에릭 팔라도,"스톱모션애니메이션,공생,지루함,일상의반복,삶"
24489,닉스의 괴물,애니메이션,"SF,어드벤처",2011.0,로스토,로스토,"동화마을,괴물,싸움"
24490,릴루의 모험,극영화,드라마,2012.0,구마사카 이즈루,,"혼혈아,피부,따돌림,외로움,아이들,친구"
24491,다굴루안의 아이들,극영화,드라마,2012.0,구티레스 망간사카스,구티레스 망간사카스,"다큐멘터리형식,필리핀,소년,가정부,임산부,마을사람,경험,현실"
24492,상대적인 위치,실험영화,,2012.0,고시마 가즈히로,,"전철,소용돌이,궤도,움직임"
24493,조,극영화,드라마,2013.0,데이빗 고든 그린,개리 하킨스,"속죄,전과자"
24498,우드잡,극영화,드라마,2014.0,야구치 시노부,야구치 시노부,인턴
24503,여경찰,극영화,"드라마,범죄,스릴러",2000.0,안드레아스 드레센,레일라 스티엘러,"가정폭력,경찰서,사건,아버지,여경찰,이주노동자,절도범,치매노인,TV영화"
24504,보드카 위스키,극영화,"드라마,코메디",2009.0,안드레아스 드레센,볼프강 콜하세,"배우,술,제작자,여배우,대역,제작현장,갈등,영화,촬영현장"
24505,베리 굿 걸,극영화,"드라마,멜로드라마",2013.0,나오미 포너,나오미 포너,"로맨스,우정,첫사랑,친구,삼각관계"
24507,왈츠 포 모니카,극영화,"드라마,뮤직",2013.0,퍼 플라이가레,퍼 플라이가레,"가수,재즈까페,재즈싱어,성공,수면제"
24512,극장판 헌터X헌터: 더 라스트 미션 ,극영화,"액션,어드벤처,판타지",2013.0,카와구치 케이이치로,키시마 노부아키,"애니메이션,일본만화원작,올림픽,사투"
24513,리스본행 야간열차,극영화,"드라마,멜로드라마,미스터리",2013.0,빌 어거스트,,"레지스탕스,리스본,소설쓰기,스위스,연금술사,열차,야간열차,기차"
24514,영주의 애인,극영화,"드라마,멜로드라마",2012.0,그레니오 봉데,그레니오 봉데,"소설원작,나치,유대인,불륜,혼란"
24525,충복,극영화,"드라마,계몽,예술",2005.0,"천영민,표광",함홍준,"토장,비법,장맛"
24526,높은 교단,극영화,"드라마,계몽,예술",2006.0,김원하,황주명,"담임교원,과거,부상"
24529,별난 깜찍 수호천사,TV-애니메이션,"코메디,아동,판타지",2001.0,부치 하트맨,"부치 하트맨,스티브 마멀",시리즈
24533,크르노 크루세이드,TV-애니메이션,"액션,코메디,드라마",2003.0,"코베 히로유키,코우 유우",토미오카 아츠히로,"크르노, 애니, 악마"
24548,청풍자,극영화,"액션,스릴러,첩보",2012.0,"맥조휘,장문강",,"주파수,감청,부대,상하이"
24549,스콰터스,극영화,드라마,2014.0,마틴 웨이즈,저스틴 쉴튼,"노숙자,커플,주택,상류층,강도,비디오,극장,사랑,불안감"
24552,방콕 킥복서,극영화,"드라마,미스터리",2010.0,토드 벨란카,토드 벨란카,"복서,킥복서,복싱,방콕,팬"
24553,크로싱 오버,극영화,드라마,2009.0,웨인 크라머,웨인 크라머,"LA,불법체류,이민자,영주권"
24556,테레즈 라캥,극영화,"드라마,범죄",2013.0,찰리 스트레이턴,찰리 스트레이턴,"프랑스,강제결혼,파리,소꿉친구,사랑,파멸"
24558,드래프트 데이,극영화,"드라마,스포츠",2014.0,이반 라이트만,"스콧 로스먼,라지브 조셉","경기,미식축구,선수,승리,운명"
24559,아이스 투모로우,극영화,SF,2013.0,제이슨 보크,라파엘 조나단,"보스턴,태풍,바위,회오리,재난"
24560,퀘이 DJ 리믹스,애니메이션,"공포,뮤직",2002.0,"스테판 퀘이,티모시 퀘이",,"음악,영화편집"
24561,극장판: 타이거 앤 버니 -더 라이징-,애니메이션,액션,2014.0,요네타니 요시모토,니시다 마사후미,"정의,초능력자,히어로"
24569,뗏목,애니메이션,"액션,드라마,어드벤처,재난",2004.0,다나엘 만,,"바다, 조난, 뗏목, 갈매기, 물고기, 우정"
24579,LOUISE ,애니메이션,드라마,2003.0,,,"단편애니메이션,실존인물,할머니,일상,감독"
24587,컸다! 러그래츠,TV-애니메이션,"코메디,드라마",2003.0,론 노블,"아담 코헨,에릭 얼리치,스콧 그레이,피터 훈지케,조셉 퍼디","러그래츠, 필, 악동, 동생, 개구쟁이"
24590,리턴드,극영화,"공포,스릴러",2013.0,마누엘 카르발로,하템 크레이치,"바이러스,백신,치료,격리,의사,남편"
24591,퓨리,극영화,"드라마,액션,전쟁",2014.0,데이비드 아이어,데이비드 아이어,"병사,전투,제2차세계대전,부대원,생존,최전선,전차부대"
24595,학교 비리의 실태,극영화,드라마,2017.0,유미미,,"방송부,카메라,예산,차별"
24596,하이퍼 소닉,극영화,액션,2002.0,필립 로스,"필립 로스,샘 웰스","비행기,비행기조종사,레이스,대결"
24597,고양이 울음,극영화,드라마,2001.0,피터 보그다노비치,스티븐 페로스,"불륜,파티,질투,가십,사랑"
24598,"우리, 스트레인저",애니메이션,"SF,액션",2007.0,M 닷 스트레인지,M 닷 스트레인지,"우주,탐험,아이스크림,괴물"
24599,참 작은 세계,극영화,"SF,드라마",2008.0,야마시타 노부히로,야마시타 노부히로,"온난화,화성,초등학생"
24600,개구멍,애니메이션,"공포,에로",2001.0,"스테판 퀘이,티모시 퀘이","스테판 퀘이,티모시 퀘이","개,인형,기계,여성"
24601,유령박물관,애니메이션,공포,2002.0,"스테판 퀘이,티모시 퀘이","스테판 퀘이,티모시 퀘이","공예품,의료기구,관찰"
24602,마담 프루스트의 비밀정원,극영화,"드라마,코메디",2013.0,실방 쇼메,실방 쇼메,"기억,탐구,피아니스트,부모,행복한일상,특별한여정,과거,상처,추억,재개봉"
24603,죽은 아이들을 위한 노래,애니메이션,"공포,뮤직",2003.0,"스테판 퀘이,티모시 퀘이","스테판 퀘이,티모시 퀘이","죽음,부활,아이"
24604,로스트 인 도쿄,극영화,드라마,2006.0,이카와 코타로,이카와 코타로,"대학,밴드,우정,친구의죽음,술자리,이메일"
24605,마우지아,극영화,드라마,2007.0,자오 예,자오 예,"가족,형제,운동선수,병,수혈,입양아"
24606,쿰바: 반쪽무늬 얼룩말의 대모험,애니메이션,어드벤처,2013.0,앤소니 실버스톤,,"아프리카,초원,얼룩말"
24614,초동이와 아버지(만화영화),애니메이션,"드라마,아동",2005.0,오신혁,리정화,"약초,은혜,도끼"
24615,백두산 총대로 빛나는 조국,기록물,기록,2005.0,리동섭,김산옥(구성),"백두산총대,조국건설,핵개발"
24616,선군청년전위들,기록물,기록,2005.0,한호,,"선군청년전위,김책공업종합대학,혁명세대"
24617,스피릿,애니메이션,"드라마,서부,어드벤처,가족",2002.0,"캘리 애즈버리,로나 쿡","존 퍼스코,마크 바시노,아니타 걸쉬만,래리 거쉬만,짐 그린","애니메이션, 말, 인디언, 우정, 기병대, 철도, 구출, 야생, 자유, 탈출"
24619,은하영웅 사이버트론,TV-애니메이션,"SF,전쟁",2002.0,우에다 히데히토,모토히라 료,"로봇, 트랜스포머, 메카닉"
24622,수업은 계속된다 (4부),TV-영화,"드라마,계몽,다부작,TV드라마",2006.0,김봉오,김중혁,"작업량,비교,격분"
24625,수업은 계속된다 (5부),TV-영화,"드라마,계몽,다부작,TV드라마",2006.0,김봉오,김중혁,"표창휴가,노동당입당,당원"
24628,블러드 레이크,극영화,"공포,스릴러",2005.0,루이 드 라 마드리드,마누 디에즈,"귀신,살인사건,복수,소녀"
24629,진저 스냅 3,극영화,"공포,드라마",2004.0,그랜트 하비,"크리스티나 레이,스티븐 마시코트","늑대인간,인디언,인종적편견,자매,여성"
24630,안티바디,극영화,"SF,공포,액션,스릴러",2002.0,크리스찬 맥킨타이어,마이클 볼드윈,"FBI,핵폭탄,테러리즘,X레이"
24631,사보타지,극영화,"드라마,액션,범죄",2014.0,데이비드 아이어,스킵 우즈,"마약단속반(DEA),마약범죄단,마약조직,특수부대"
24635,혁명에서 아직 정의된 적이 없는 어떤 행동,애니메이션,"드라마,사회물(경향)",2011.0,쑨 쉰,,"정치,현실,부조리,권위,통제"
24636,싱글,극영화,"드라마,가족",2006.0,나카에 카즈히토,나카에 카즈히토,"아버지와아들,싱글대디,동거,거리감,부자관계"
24639,툼스톤,극영화,"드라마,액션,미스터리,범죄",2014.0,스코트 프랭크,스코트 프랭크,"사립탐정,소설원작,전직경찰,전직형사,미국소설원작,납치,납치살해,연쇄살인,연쇄살인범"
24640,더 트루스: 무언의 제보자,극영화,"드라마,스릴러",2008.0,로드 루리,로드 루리,"법정,스릴러,음모,폭로"
24641,나를 찾아줘,극영화,"드라마,미스터리,스릴러",2014.0,데이비드 핀처,길리언 플린,"결혼기념일,남편,부부,실종,용의자,추적,베스트셀러원작,부부갈등,부부관계,부부권태,부부불화,일기장,대중매체,언론,쇼윈도우부부,소설원작,미국소설원작,추리소설원작,결혼,권태기,언론왜곡"
24645,컬러풀 웨딩즈,극영화,코메디,2014.0,필립 드 쇼브홍,,결혼식
24649,수업은 계속된다 (2부),TV-영화,"드라마,계몽,다부작,TV드라마",2006.0,김봉오,김중혁,"집단자원,갈등,환영"
24650,수업은 계속된다 (3부),TV-영화,"드라마,계몽,다부작,TV드라마",2006.0,김봉오,김중혁,"청년작업반,원석,공부"
24652,식인산,애니메이션,"공포,드라마",2009.0,니야 나오유키,니야 나오유키,"붓,연쇄살인,형사,마을,여자"
24653,눈물의 유리 너머,애니메이션,"공포,뮤직,역사",2011.0,"스테판 퀘이,티모시 퀘이","스테판 퀘이,티모시 퀘이","박물관,다큐멘터리 애니메이션,오브제애니메이션"
24654,쿤덴을 찾아서,극영화,"드라마,멜로드라마",2009.0,페마 체덴,,"영화감독,여배우,옛애인,여행"
24655,리알토,극영화,"드라마,코메디,어드벤처",2011.0,아디한 예르자노프,,"파산,고소,돈,무덤,부동산업자,사회적가치,애국심"
24658,넥스트 제네레이션 패트레이버3,애니메이션,"SF,액션",2014.0,오시이 마모루,이토 카즈노리,"로봇,범죄,정찰대"
24659,플레이어스,극영화,"드라마,코메디",2012.0,"엠마누엘 베르코,프레드 카바예",,"외도,알리바이,본능,라스베가스"
24660,파고,TV-시리즈,"드라마,범죄",2014.0,"아담 번스타인,콜린 벅시,랜달 아인혼,맷 샤크먼,스코트 위넌트",노아 홀리,"영화원작,실화바탕,작은마을,카세일즈맨,킬러,돈,살인사건,경찰,블랙코미디"
24661,귀래,극영화,드라마,2014.0,장예모,추정지,"소설원작,상하이,지식인,일생"
24663,엣지 오브 타임,극영화,"범죄,스릴러",2010.0,칼 베세이,아렌 올슨,"약물치료,반복,감전"
24664,오렌지 이즈 더 뉴 블랙,TV-시리즈,"드라마,코메디,범죄",2013.0,"마이클 트림,앤드류 맥카시,필 에이브러함,콘스탄틴 마크리스,조디 포스터,유타 브리즈위츠,매튜 펜,알리슨 앤더슨",파이퍼 커먼,"마약,여자교도소,대학시절,친구,경험담"
24667,오큘러스,극영화,"공포,미스터리,스릴러",2013.0,마이크 플라나간,마이크 플라나간,"거울,남매,사고,소년원,호러영화"
24668,수호지-명포 배선,극영화,"액션,무협",2012.0,류신의,,"백성,음모,계략,누명"
24671,패밀리 S다이어리,극영화,"드라마,멜로드라마",2013.0,힐데 반 미에그헴,,"바람둥이,짝사랑,첫사랑,외도"
24676,초콜렛 도넛,극영화,드라마,2012.0,트래비스 파인,"트래비스 파인,조지 아서 블룸","가족,다운증후군,도넛,양육권,재판,행복,동성커플,실화바탕"
24677,에브리 잭 해즈 어질,극영화,"멜로드라마,코메디",2009.0,제니퍼 드볼데르 ,제니퍼 드볼데르 ,"프랑스,물건,뉴욕,가방 분실"
24678,바라:축복,극영화,드라마,2013.0,키엔츠 노부,,"사랑,선택,여인,인도,춤,종교,조각가,모델"
24680,호기심 대장 포코요,TV-애니메이션,"코메디,아동,가족",2006.0,"데이비드 칸토랄,길레르모 가르시아","ANDY YERKES,피핀 파커,데이비드 칸토랄,루이스 갈레고,길레르모 가르시아","어린이, 코끼리, 오리, 개, 새"
24683,리쎄스,애니메이션,"코메디,SF,아동,미스터리,가족",2001.0,척 시츠,조나단 그린버그,"TV쇼원작, 애니메이션, 학교, 캠핑, 우정, 닌자"
24684,찾아라 파워스톤,애니메이션,"코메디,어드벤처",2006.0,팽유원,코구레 쿄우,"고양이, 팬시, 파워스톤, 모험"
24689,아짱 쥬리,TV-애니메이션,"코메디,어드벤처,아동",2001.0,콜린 호럽,"루이스 문,피터 랍러스,크리스 바틀만","아짱, 쥬리, 애니메이션, TV"
24696,도로시 오브 오즈,애니메이션,"뮤지컬,가족",2013.0,"윌 핀,댄 st. 피에르","애덤 발삼,배리 글래저","소설원작,도로시,오즈의 마법사,친구,허수아비,사자"
24697,프랭크,극영화,"코메디,뮤직",2014.0,레니 에이브러햄슨,"피터 스트라우간,존 론슨","SNS,인디밴드,가면"
24698,극장판 도라에몽 진구의 아프리카 모험 : 베코와 5인의 탐험대,애니메이션,어드벤처,2014.0,야쿠와 신노스케,시미즈 히가시,아프리카
24701,라스트 베가스,극영화,"드라마,코메디",2013.0,존 터틀타웁,댄 포겔맨,"라스베가스,총각파티,우정,죽마고우"
24702,페이퍼맨,극영화,"드라마,코메디",2009.0,"키에란 멀로니,미셸 멀로니",미셸 멀로니,"소설가,비밀,비밀친구,소통,중년남자"
24703,탑캣: 뉴욕 대소동,애니메이션,"액션,코메디",2011.0,알버토 마르,티모시 맥케온,"고양이,뉴욕,개,길고양이"
24704,인 데어 스킨,극영화,스릴러,2012.0,제레미 파워 레김발,저스틴 타일러 클로스,"저녁식사,초대,가족,이웃"
24705,몬스터 왕국,애니메이션,"어드벤처,판타지",2014.0,에스벤 토프트 야콥슨,,"동굴,모험,엄마,토끼,3D애니메이션"
24706,신의 전사,극영화,"액션,스릴러",2013.0,조엘 노보아,,"자살,테러,테러리스트,무슬림,자살폭탄"
24707,뚜르드 프랑스 : 기적의 레이스,극영화,코메디,2013.0,로렌트 투엘,,"도전,스포츠,프랑스,사이클대회,투르드프랑스(le Tour de France)"
24709,이상하지 않은 나라의 앨리스,애니메이션,"공포,드라마",2007.0,"스테판 퀘이,티모시 퀘이","스테판 퀘이,티모시 퀘이","지구온난화,소녀,거울"
24710,유리디체,애니메이션,"공포,드라마,뮤직",2007.0,"스테판 퀘이,티모시 퀘이",,"신화,발레,시,죽음"
24711,드로즈의 숨겨진 살 & 불면,애니메이션,"드라마,뮤직",2002.0,"스테판 퀘이,티모시 퀘이","스테판 퀘이,티모시 퀘이,알란 파시스","영화편집장면,지진 속의 피아노 조율사"
24712,기적세계,극영화,"드라마,액션",2008.0,닝 하오,아이나 싱,"소녀,구조요청,오해,경찰,도망"
24713,가디언즈 오브 갤럭시,극영화,"SF,드라마,액션",2014.0,제임스 건,"제임스 건,니콜 펄맨","초능력자,우주,히어로,마블코믹스"
24714,그래스하퍼,애니메이션,"드라마,예술",2003.0,밥 새비스톤,,"점성술,명상,인터뷰"
24715,바람의 마타사부로: 구로사와 기요시의 낭독기행,TV-영화,드라마,2002.0,구로사와 기요시,,"문학,낭독,시골분교,어린이"
24716,울프 앳 더 도어,극영화,"드라마,스릴러",2013.0,페르난도 쿠임브라,페르난도 쿠임브라,"유괴,브라질,현실,계획"
24717,폐허의 예수: 아오야마 신지의 낭독기행,TV-영화,"드라마,전쟁",2001.0,아오야마 신지,,"전쟁,도덕,암시장,부랑아,예수,구세주"
24719,노디야 놀자,TV-애니메이션,"드라마,아동,가족",2001.0,"애니드 빌튼,마이클 패트릭 돕킨스",,"애니메이션, 가족, 장난감, 유아교육"
24720,노란토끼 버니,TV-애니메이션,"드라마,가족",2001.0,그라함 포크 ,그라함 포크 ,"애니메이션, 토끼, 도시생활, 가족"
24724,개구쟁이 형제 픽스와 팍시,TV-애니메이션,"액션,아동",2002.0,안토니 도콘,"게리 쿠퍼(head writer),안젤로 데케사르,하이디 포스,리사 골드먼,팀 고슬리,프란 핸드먼,수잔 김,Shaun McLaughlin,Allan Neuwirth(head writer (2002)),Dennis O'Flaherty","개구쟁이, 형제, 픽스, 팩스, 팍시"
24732,방가방가 햄토리,TV-애니메이션,"코메디,어드벤처,아동,가족",2000.0,나베시마 오사무,오노다 히로유키,"애니메이션, 만화원작, 우정, 동물, 햄스터, TV시리즈"
24735,수령결사옹위는 우리의 운명,기록물,기록,2005.0,황정희,최윤구(구성),"역사적인투쟁,혁명의사령부,주체혁명"
24736,지울 수 없는 일본의 죄악,기록물,기록,2005.0,김윤섭,한찬호(구성),"독도,역사왜곡,일본군국주의,일제강점기,일제시대,일제치하,일본군위안부"
24737,그가 남긴 사진,극영화,"드라마,계몽,예술",2006.0,박철학,리종현,"회상,군,병사"
24738,평양날파람,극영화,"드라마,계몽,예술",2006.0,"표광,맹철민","김종석,조세혁","전통무도,택견,검무"
24741,룸메이트,극영화,"공포,스릴러",2013.0,후루사와 켄,,"동거,기억상실,룸메이트,간호사"
24745,인 더 샤도우,극영화,"드라마,스릴러",2001.0,릭 로만 워,릭 로만 워,"마피아,청부살인업자,약,FBI,오해"
24747,폭스캐처,극영화,"드라마,미스터리",2013.0,베넷 밀러,"맥스 프라리어,댄 푸터만","금메달리스트,살인,억만장자,올림픽,실화바탕,실화바탕,실화바탕,레슬링,스포츠,살인사건,권총살인,실존인물"
24748,리바이어던,극영화,"드라마,가족",2014.0,안드레이 즈비아긴체프,"올렉 네겐,안드레이 즈비아긴체프","부패관리,부패권력,러시아,부정부패"
24749,맵 투 더 스타,극영화,드라마,2014.0,데이빗 크로넨버그,브루스 와그너,"헐리우드,성공,명성,과거,정신과상담"
24750,화이트 갓,극영화,"드라마,스릴러",2014.0,코르넬 문드럭초,코르넬 문드럭초,"동물학대,동물보호"
