title,category,genre,year,direct,actors,content
국화꽃 향기,극영화,"드라마,로맨스",2003,이정욱,김희재,"대학생,동아리,라디오PD,북클럽,불치병,소설원작,연상연하,결혼,라디오,투병,투병생활,위암,남편,사랑,사랑과이별"
초승달과 밤배,극영화,"드라마,로맨스,가족",2002,장길수,,"동생,바닷가,빵집,신문배달,영양실조,의붓남매,찔레꽃,할머니,바다,어촌,갯벌,꼬막,포대기,오빠,삼촌,남매,오누이,가족"
이중간첩,극영화,"드라마,스릴러",2003,김현정,"심혜원(백승재(시나리오진행),김정행(시나리오진행),김연실(시나리오진행),이아영(시나리오진행))","1980년대,DJ,간첩,냉전,대남공작원,자수,접선,지령,냉전시대,베를린,동베를린,독일,분단,분단국,총격전,남북분단,남파공작원,위장귀순,위장간첩,라디오DJ"
클래식,극영화,"드라마,로맨스",2002,곽재용,곽재용,"1960년대,1인2역,다락방,대학생,베트남전,베트남전쟁,비밀상자,소나기,연극반,월남전,첫사랑,편지대필,연극부,선배,연애편지,편지,동행,사랑과우정,짝사랑"
블루,극영화,"드라마,액션",2003,이정국,"강제규(시나리오감수),김해곤(각본)(조중훈)","동료애,잠수함,장교,해군,훈련교관,잠수부,친구,라이벌,옛사랑,옛애인,옛연인,사랑과우정,불시착,침몰,심해,삼각관계"
H(에이치),극영화,드라마,2002,이종혁,"이종혁, 김희재, 오승욱","낙태,모방범죄,사지절단,사형선고,여형사,연쇄살인,엽기살인,임산부,카피캣,연쇄살인마,연쇄살인범,토막시체,자수,모방살인,주술,주술사"
온리 갓 포기브스 ,극영화,"드라마,범죄,스릴러,액션",2013,니콜라스 윈딩 레픈,니콜라스 윈딩 레픈,"방콕,액션,마약밀매,복수,형의복수"
럭키,극영화,드라마,2011,아비 루트라,아비 루트라,"어머니의죽음,이웃,할머니,고아,친아버지"
치어리더 캠프,극영화,코메디,2013,마크 쿠오드,나오미 L. 셀프만,"치어리더,훈련,캠프,사랑,꿈"
셀러브리티 섹스 테이프,극영화,코메디,2012,스캇 휠러,"조나단 호그,패트릭 시한,맷 쇼트","동영상,유출,배상,사업"
넘버스 스테이션,극영화,"스릴러,액션",2013,카스퍼 바포드,F. 스콧 프레이저,"요원,암호,습격,탈출"
R.I.P.D. : 알.아이.피.디.,극영화,"코메디,액션",2013,로베르트 슈벤트케,"필 헤이,맷 맨프레디","살해,경찰살해,중간세계,악령,체포"
버니,극영화,"드라마,범죄,코메디",2011,리차드 링클래이터,"스킵 홀랜드워스,리차드 링클래이터","상속,미망인,장례사,살인"
V/H/S:죽음을 부르는 비디오,극영화,"스릴러,공포",2012,"데이빗 브룩크너,글렌 맥퀘이드,조 스완버그,티 웨스트 ,애덤 윈가드,라디오 사일런스","데이빗 브룩크너,글렌 맥퀘이드,티 웨스트 ,라디오 사일런스,브래드 미스카,사이몬 바렛,조 스완버그","비디오테이프,녹화,호러,옴니버스영화"
빅픽처,극영화,드라마,2010,에릭 라티고,"에릭 라티고,로랑 드 바틸라트","가짜행세,불륜,사진작가,살인,아내,변호사,미국소설원작,소설원작"
"아이,애나",극영화,로맨스,2012,버나비 사우스콤,버나비 사우스콤,"런던,살인사건,형사,수사,몽타주"
그림 리퍼,극영화,공포,2007,마이클 페이퍼 ,"마이클 페이퍼 ,엘리스 워커","교통사고,사신,정신병원,탈출"
그녀를 모르면 간첩,극영화,"드라마,코메디",2004,박한준,하원준,"공작금,삼수생,아르바이트,얼짱,위장간첩,인터넷,입대영장,짝사랑,패스트푸드점,위장취업,간첩,여간첩,온라인사이트,인터넷사이트,군입대,입영영장"
라이어,극영화,"드라마,로맨스,코메디",2004,김경형,"김경형,황준서,문동식","거짓말,양다리,연극원작,택시기사,현상수배범,연극의영화적재구성,택시운전,현상수배,이중생활,백수,동창"
그녀를 믿지 마세요,극영화,"드라마,코메디",2004,배형준,최희대,"가방,교도소,기차,반지,부산,사기,소매치기,약사,약혼녀,전과자,프로포즈,사기꾼,가석방,결혼반지,사기극,거짓말"
품행제로,극영화,"드라마,코메디",2002,조근식,"이해준,이해영,이지형,정진완","1980년대,경아,기타,롤러스케이트,미용실,빽판,스잔,운동화,학교짱,디스코텍,디스코장,디스코클럽,여학생,여학교,여고,여고생,고등학교,고등학생,고교생,고교시절,퀸카"
휘파람 공주,극영화,"드라마,코메디",2002,이정황,박계옥,"CIA,락페스티벌,무용,수석무용수,테러음모,평양예술단,북한,무용가,무용수,무용학교,무용과,일탈,암살음모"
비디오를 보는 남자,극영화,"드라마,로맨스",2002,김학순,"김학순,임영태","반납기,편지,홈비디오,비디오대여점,비디오테이프,비디오테잎,익명,사생활,결핍,비디오가게"
화장실 어디에요?,극영화,드라마,2002,프루트 첸,,"공중화장실,뉴욕,만리장성,민간요법,북경,불치병,위암,장암,공용화장실,부산,인삼,한의원,해양,청부살인,청부살인업자,살인청부업자"
광복절 특사,극영화,"드라마,코메디",2002,김상진,박정우,"교도소,모범수,숟가락,탈옥,폭동,광복절,석방,죄수,바람,탈옥범,탈옥수,립스틱"
색즉시공,극영화,"드라마,코메디",2002,윤제균,윤제균,"고시,군제대,기숙사,동아리,복학생,섹스코미디,에어로빅,차력,해병,신입생,대학신입생,퀸카,변태,킹카,청춘,대학생,대학생활"
해안선,극영화,"드라마,스릴러",2002,김기덕,김기덕,"간첩,군대,군사경계지역,군인,동해안,의가사제대,표창,해병,동해,오인사살,군사기지,정사,민간인,부대"
밀애,극영화,"드라마,로맨스",2002,변영주,"김재연,변영주","두통,불륜,소설원작,시골병원,연못,외도,전업주부,불륜,물고기,호수,호숫가"
남자 태어나다,극영화,"드라마,코메디",2002,박희준,이창열,"1980년대,권투,대학,마이도,트레이닝,섬,외딴섬,소원,세남자,삼총사,권투선수,경희대학교,대학생,대학진학,대학입학,대학입시,복서"
히든 서스펙트  ,극영화,"범죄,스릴러",2013,데이빗 A. 암스트롱,제이 안소니 화이트,"부패경찰,마피아,두목,인질극"
2차 노출,극영화,"드라마,로맨스",2011,리 위,리 위,"성형외과,스릴러,판타지,트라우마,광기"
다크 아워,극영화,공포,2006,엘리오 퀴로가,엘리오 퀴로가,"핵전쟁,황폐화,생존자,오염"
코리올라누스: 세기의 라이벌,극영화,"드라마,스릴러",2011,랄프 파인즈,존 로건,"로마,복수,셰익스피어,장군,전쟁,희곡원작,배신자,영국희곡원작,고전의재해석"
라스트 엑소시즘: 잠들지 않은 영혼,극영화,"스릴러,공포",2013,에드 게스-도넬리,"에드 게스-도넬리,다미엔 차젤레","보호소,악령,악마,엑소시즘,빙의,청소년보호소,퇴마의식,퇴마"
오스카 그랜트의 어떤 하루,극영화,드라마,2013,라이언 쿠글러,라이언 쿠글러,"새출발,새해,샌프란시스코,실화바탕,실화바탕바탕,실화바탕바탕,실화바탕바탕,총격전,프로포즈,하루,흑인남성,새해맞이,총격사건,흑인청년,과잉진압,공권력남용,인종차별"
일로 일로,극영화,드라마,2013,앤서니 첸,앤서니 첸,"싱가폴,1990년대,엄마,불경기"
레드: 더 레전드,극영화,"범죄,코메디,액션",2013,딘 패리소트,"존 호버,에리히 호버","만화원작,미국만화원작,위기,특수요원,전직요원,살상무기,제거,DC코믹스,DC Comics,디씨코믹스,전직CIA,시리즈,속편"
프라이버시,극영화,스릴러,2012,요르그 이흘레,요르그 이흘레,"어플리케이션,대회,훔쳐보기,과거,비밀"
노마드 더비기닝,극영화,액션,2013,토마스 딕슨,토마스 딕슨,"SF,외계인,지구"
극장판 헌터X헌터: 팬텀루즈  ,애니메이션,드라마,2013,사토 유조,요네무라 쇼지,"우정,복수,생존자,소년"
"호흡법, 제2장",극영화,드라마,2002,이형석,이형석,"강아지,단편영화,독립영화,사격장,성적호기심,임신,총소리,가족,소년,총성,호흡,호흡법,생명"
좀비처럼 걸어봐,극영화,드라마,2002,"김설우,김정구,윤영호,유하","김설우,윤영호,김정구,유하","다이어트,단편영화,독립영화,스트레스,식욕,실연,예술가,이별,죽음,사랑과이별,만남,헤어짐,애증,광기,비만,음식,요리"
중독,극영화,"드라마,로맨스",2002,박영훈,"변원미, 송민호","결승전,빙의,시동생,카레이서,카레이싱,형수,형제,가족,동거,영혼바뀜,영혼체인지,기억,추억,사랑"
질투는 나의 힘,극영화,"드라마,로맨스",2002,박찬옥,박찬옥,"1인2역,대학원생,사진작가,삼각관계,수의사,연상연하,잡지사,편집장,유학,유부남,취직,유혹,바람,실연"
마법의 성,극영화,"드라마,로맨스,코메디",2002,방성웅,방성웅,"섹스코미디,약사,파혼,오르가즘,약혼녀,실연,결혼,결혼문제"
연애소설,극영화,"드라마,로맨스",2002,이한,이한,"단짝친구,대학생,동성애,불치병,사진,삼각관계,역할바꾸기,편지,세친구,사랑과우정,친구의죽음,시간,시계,추억,옛추억"
세상은 가끔 아름답다,극영화,드라마,2006,미노리카와 오사무,미노리카와 오사무,"옴니버스영화,누드모델,호객꾼,연인,일상"
타이치 0 3D,극영화,"코메디,액션",2012,풍덕륜,"쳉 샤오체 ,진국부","권법,무술,생명,액션,청나라,치료,태극권,히어로,쿵푸,쿵후"
인헤리턴스,극영화,드라마,2012,히암 압바스,"알라 흐헬,히암 압바스","대가족,레바논,명예,관습,굴레"
로봇G,극영화,"드라마,코메디",2011,야구치 시노부,야구치 시노부,"로봇,박람회,할아버지,스타"
빅 웨딩,극영화,"로맨스,코메디",2013,저스틴 재컴,저스틴 재컴,"결혼,웨딩드레스,가족,철부지,트러블메이커"
백 투 가야,애니메이션,"어드벤처,판타지",2004,"레나르드 프리츠 크라빙켈,호거 태프","얀 베르게 ,돈 맥케너리,밥 쇼우","판타지,모험"
트리쉬나,극영화,드라마,2011,마이클 윈터바텀,마이클 윈터바텀,"살인,자살,시골처녀,영국유학,인도,사랑"
제프 후 리브스 앳 홈,극영화,코메디,2011,"제이 듀플래스 ,마크 듀플래스","마크 듀플래스,제이 듀플래스 ","형제,고민,코미디"
펀 사이즈,극영화,코메디,2012,조쉬 슈와츠,맥스 워너,"할로윈,가족,소중함,여고생"
포르노 그래픽 러브,극영화,"드라마,로맨스",2011,일리안 드제벨레코브,넬리 디미트로바,"인터넷,온라인사이트,성적욕망,사랑"
리틀 빗 오브 헤븐,극영화,"드라마,로맨스,코메디",2011,니콜 카셀,그렌 웰스,"부사장,암선고,삶의의미,이별"
그때 그사람들,극영화,"드라마,코메디",2005,임상수,임상수,"30년,궁정동,박정희,복종,부하,실화바탕,유신,중앙정보부,쿠데타,경호실장,살해계획,박정희대통령,권총난사,총,총성,총소리"
공공의 적 2,극영화,"드라마,범죄",2004,강우석,김희재,"검사,검찰청,고교동창,고등학교,꼴통,다혈질,동기동창,동창,모교,속편,시리즈,잠복근무,재단이사장,죽음,검찰,비리재단,형사"
남극일기,극영화,"스릴러,공포",2004,임필성,"임필성,봉준호,이해준","광기,광장공포,기억,남극,도달불능점,도전,베이스캠프,부자,악몽,유령,일기,일기장,정복,정복욕,탈출,탐험가,탐험대,폐쇄공포증,횡단,낙오/고립"
첼로 (부제:홍미주 일가 살인사건),극영화,공포,2005,이우철,정우철,"목격,사고,사망,살인사건,아내,첼리스트,행복,살인,살인목격,일가살해,일가족살인사건"
신성일의 행방불명,극영화,드라마,2005,신재인,신재인,"고아원,식욕,죄,원장,식사,폭동,고아,외톨이,배고픔,가출,행방불명"
더 이클립스,극영화,드라마,2009,코너 맥퍼슨,"코너 맥퍼슨,빌리 로셰","아내의죽음,악몽,소설,소설가,축제"
코스모폴리스,극영화,드라마,2012,데이빗 크로넨버그,데이빗 크로넨버그,"뉴욕,투자가,경제공황,상류층"
웰컴 투 동막골,극영화,드라마,2005,박광현,"장진,박광현,김중","1950년대,6.25,6.25,625,강원도,국군,남북전쟁,멧돼지,미친여자,연극원작,연대,연합군,인민군,적군,전쟁,팝콘,폭격,한국전쟁,6.25,한국연극원작"
친절한 금자씨,극영화,"드라마,스릴러",2005,박찬욱,"정서경,박찬욱","13년,감방,교도소,누명,모범수,복수계획,복수살인,복역,살인,살인누명,어린이,유괴,장기복역,출소,복수"
네이버후드 - 디지털 단편 옴니버스 프로젝트 이공(異共),극영화,드라마,2004,황규덕,,"옴니버스영화,아파트,벽,춤"
스무살의 모바일퀸 - 디지털 단편 옴니버스 프로젝트 이공(異共),극영화,드라마,2004,이영재,,휴대폰
싱크 & 라이즈 - 디지털 단편 옴니버스 프로젝트 이공(異共),극영화,드라마,2004,봉준호,,"한강둔치,매점,삶은계란,내기"
외출,극영화,로맨스,2005,허진호,"신준호,이원식,서유민,이일,허진호","강원도,공연,모텔,삼척,외도,자동차사고,장기투숙,교통사고,불륜,불륜,의식불명"
"이대로, 죽을 순 없다",극영화,코메디,2005,이영은,황조윤,"무용담,불량형사,불량형사,비리,시한부,강력계형사,강력계,강력반,강력반형사,딸,아버지와딸,아빠와딸,부성애,잠복근무,잠복수사,마약단속반,마약소탕"
경춘도,극영화,드라마,2002,김보경,,"춘천,겨울,여행,화장실,가면놀이,단편영화,독립영화"
사랑을 놓치다,극영화,"드라마,로맨스",2005,추창민,추창민,"로맨스,사랑과우정,짝사랑,면회,10년,군대,군입대,친구,인연,연인,선생,선생님,교사,수의사,재회,만남,우연한만남"
파랑주의보,극영화,"드라마,로맨스",2005,전윤수,황성구,"고등학생,불치병,일본소설원작,첫사랑,한명구,수호아버지,커플,십대커플,고등학교,고교생,짝사랑"
마법경찰 갈갈이와 옥동자,극영화,코메디,2004,이한열,조종우,"봉사,사무라이,선녀,옥황상제,유령,인간세계,하늘나라,마법기사,마법,악당,목걸이,개그맨,어둠"
빛나는 거짓,극영화,드라마,2004,채기,채기,"세 인물,세인물,여행,열린구조,열린구조,영웅,일상,평범,우주비행사,우주여행,우주인,우주탐사,건축사,강원도,제주도,호텔"
태풍태양,극영화,드라마,2005,정재은,"임연희,정재은","고등학생,공원,비하발언,사고,세계대회,인라인스케이트,학교생활,고등학교,고교생,롤러스케이트,스케이트,스케이팅,CF,CF촬영,그룹"
